Row ID,Customer Name,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
4383,Russell Applegate,US-2015-122784,7/20/2015,7/27/2015,Standard Class,RA-19915,Consumer,United States,Highland Park,Illinois,60035,Central,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,2.88,5,0.8,-4.464
4384,Russell Applegate,US-2015-122784,7/20/2015,7/27/2015,Standard Class,RA-19915,Consumer,United States,Highland Park,Illinois,60035,Central,FUR-BO-10004690,Furniture,Bookcases,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,384.944,4,0.3,-126.4816
4385,Russell Applegate,US-2015-122784,7/20/2015,7/27/2015,Standard Class,RA-19915,Consumer,United States,Highland Park,Illinois,60035,Central,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,153.584,2,0.2,13.4386
4386,Russell Applegate,US-2015-122784,7/20/2015,7/27/2015,Standard Class,RA-19915,Consumer,United States,Highland Park,Illinois,60035,Central,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",913.43,5,0.3,-52.196
4387,Bart Pistole,CA-2016-156811,10/27/2016,11/2/2016,Standard Class,BP-11095,Corporate,United States,San Francisco,California,94122,West,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,43.92,4,0,11.8584
4388,Bart Pistole,CA-2016-156811,10/27/2016,11/2/2016,Standard Class,BP-11095,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",25.032,3,0.2,7.8225
4389,Carlos Daly,CA-2017-111556,11/20/2017,11/22/2017,First Class,CD-11920,Consumer,United States,New York City,New York,10035,East,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,46.76,7,0,22.4448
4390,Carlos Daly,CA-2017-111556,11/20/2017,11/22/2017,First Class,CD-11920,Consumer,United States,New York City,New York,10035,East,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",183.968,2,0.2,-25.2956
4391,Carlos Daly,CA-2017-111556,11/20/2017,11/22/2017,First Class,CD-11920,Consumer,United States,New York City,New York,10035,East,TEC-PH-10001459,Technology,Phones,Samsung Galaxy Mega 6.3,1259.97,3,0,327.5922
4392,Carlos Daly,CA-2017-111556,11/20/2017,11/22/2017,First Class,CD-11920,Consumer,United States,New York City,New York,10035,East,OFF-AR-10004602,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,68.97,3,0,19.3116
4393,Ken Black,CA-2016-108868,9/8/2016,9/12/2016,Standard Class,KB-16585,Corporate,United States,Dallas,Texas,75081,Central,OFF-AR-10001953,Office Supplies,Art,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70.368,2,0.2,6.1572
4394,Ken Black,CA-2016-108868,9/8/2016,9/12/2016,Standard Class,KB-16585,Corporate,United States,Dallas,Texas,75081,Central,TEC-PH-10000923,Technology,Phones,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",59.96,5,0.2,21.7355
4395,Scot Wooten,CA-2014-142965,7/20/2014,7/20/2014,Same Day,SW-20245,Consumer,United States,Springfield,Ohio,45503,East,OFF-ST-10002583,Office Supplies,Storage,Fellowes Neat Ideas Storage Cubes,25.984,1,0.2,-5.1968
4396,Scot Wooten,CA-2014-142965,7/20/2014,7/20/2014,Same Day,SW-20245,Consumer,United States,Springfield,Ohio,45503,East,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,27.36,3,0.7,-21.888
4397,Anna Häberlin,CA-2016-148740,11/15/2016,11/19/2016,Standard Class,AH-10690,Corporate,United States,San Diego,California,92024,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,2,0.2,27.1032
4398,John Lee,US-2014-138758,7/7/2014,7/11/2014,Standard Class,JL-15835,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",172.186,2,0.3,-46.7362
4399,John Lee,US-2014-138758,7/7/2014,7/11/2014,Standard Class,JL-15835,Consumer,United States,Philadelphia,Pennsylvania,19120,East,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",69.008,2,0.2,12.0764
4400,Gary Zandusky,CA-2016-131737,3/17/2016,3/17/2016,Same Day,GZ-14470,Consumer,United States,Columbia,Maryland,21044,East,OFF-EN-10003055,Office Supplies,Envelopes,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",199.9,5,0,89.955
4401,Gary Zandusky,CA-2016-131737,3/17/2016,3/17/2016,Same Day,GZ-14470,Consumer,United States,Columbia,Maryland,21044,East,OFF-AP-10002945,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,901.95,3,0,297.6435
4402,Gary Zandusky,CA-2016-131737,3/17/2016,3/17/2016,Same Day,GZ-14470,Consumer,United States,Columbia,Maryland,21044,East,FUR-FU-10004306,Furniture,Furnishings,Electrix Halogen Magnifier Lamp,971.5,5,0,252.59
4403,Roy Collins,CA-2016-114538,12/26/2016,12/27/2016,First Class,RC-19825,Consumer,United States,Colorado Springs,Colorado,80906,West,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,11.328,2,0.2,2.5488
4404,Clay Ludtke,CA-2014-127936,9/2/2014,9/4/2014,First Class,CL-12565,Consumer,United States,New York City,New York,10009,East,OFF-AR-10002445,Office Supplies,Art,SANFORD Major Accent Highlighters,21.24,3,0,8.0712
4405,Mitch Webber,CA-2015-164336,7/5/2015,7/10/2015,Standard Class,MW-18220,Consumer,United States,Philadelphia,Pennsylvania,19140,East,TEC-AC-10002345,Technology,Accessories,HP Standard 104 key PS/2 Keyboard,34.8,3,0.2,2.175
4406,Mitch Webber,CA-2015-164336,7/5/2015,7/10/2015,Standard Class,MW-18220,Consumer,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10001558,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,38.976,3,0.2,-2.436
4407,Barbara Fisher,CA-2016-100041,11/20/2016,11/25/2016,Standard Class,BF-10975,Corporate,United States,Columbus,Indiana,47201,Central,OFF-PA-10001622,Office Supplies,Paper,"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled",9.08,2,0,4.086
4408,Barbara Fisher,CA-2016-100041,11/20/2016,11/25/2016,Standard Class,BF-10975,Corporate,United States,Columbus,Indiana,47201,Central,OFF-PA-10000418,Office Supplies,Paper,Xerox 189,314.55,3,0,150.984
4409,Barbara Fisher,CA-2016-100041,11/20/2016,11/25/2016,Standard Class,BF-10975,Corporate,United States,Columbus,Indiana,47201,Central,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",4.91,1,0,2.3077
4410,Steve Nguyen,US-2014-154879,5/6/2014,5/11/2014,Standard Class,SN-20710,Home Office,United States,Los Angeles,California,90004,West,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,5.78,2,0,2.7166
4411,Steve Nguyen,US-2014-154879,5/6/2014,5/11/2014,Standard Class,SN-20710,Home Office,United States,Los Angeles,California,90004,West,OFF-AR-10001897,Office Supplies,Art,Model L Table or Wall-Mount Pencil Sharpener,107.94,6,0,30.2232
4412,Toby Braunhardt,CA-2014-130624,6/21/2014,6/24/2014,First Class,TB-21280,Consumer,United States,New York City,New York,10024,East,OFF-PA-10003883,Office Supplies,Paper,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",19.65,3,0,9.039
4413,Toby Braunhardt,CA-2014-130624,6/21/2014,6/24/2014,First Class,TB-21280,Consumer,United States,New York City,New York,10024,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,617.97,3,0,160.6722
4414,Toby Braunhardt,CA-2014-130624,6/21/2014,6/24/2014,First Class,TB-21280,Consumer,United States,New York City,New York,10024,East,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",59.7,3,0,26.865
4415,Jennifer Braxton,CA-2017-132339,8/19/2017,8/23/2017,Standard Class,JB-15400,Corporate,United States,Lawrence,Massachusetts,1841,East,OFF-BI-10003925,Office Supplies,Binders,Fellowes PB300 Plastic Comb Binding Machine,387.99,1,0,182.3553
4416,Alan Hwang,CA-2014-153983,11/29/2014,12/6/2014,Standard Class,AH-10210,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10004586,Technology,Phones,Wilson SignalBoost 841262 DB PRO Amplifier Kit,575.92,2,0.2,71.99
4417,Alan Hwang,CA-2014-153983,11/29/2014,12/6/2014,Standard Class,AH-10210,Consumer,United States,San Francisco,California,94122,West,OFF-FA-10003495,Office Supplies,Fasteners,Staples,30.4,5,0,15.2
4418,Ken Lonsdale,CA-2017-112900,4/9/2017,4/12/2017,Second Class,KL-16645,Consumer,United States,Detroit,Michigan,48205,Central,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,478.24,8,0,219.9904
4419,Mark Hamilton,CA-2014-160157,12/20/2014,12/27/2014,Standard Class,MH-17455,Consumer,United States,Hamilton,Ohio,45011,East,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,190.848,3,0.2,-21.4704
4420,Erin Creighton,CA-2014-139633,12/17/2014,12/24/2014,Standard Class,EC-14050,Consumer,United States,Columbus,Ohio,43229,East,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,5.484,4,0.7,-4.0216
4421,Greg Hansen,CA-2015-163090,11/17/2015,11/21/2015,Second Class,GH-14665,Consumer,United States,Chicago,Illinois,60610,Central,OFF-SU-10002537,Office Supplies,Supplies,Acme Box Cutter Scissors,40.92,5,0.2,3.069
4422,Sanjit Chand,CA-2014-117016,3/4/2014,3/9/2014,Standard Class,SC-20095,Consumer,United States,Margate,Florida,33063,South,OFF-AR-10001374,Office Supplies,Art,"BIC Brite Liner Highlighters, Chisel Tip",15.552,3,0.2,2.3328
4423,Todd Boyes,CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,Corporate,United States,Sandy Springs,Georgia,30328,South,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",17.24,2,0,4.4824
4424,Todd Boyes,CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,Corporate,United States,Sandy Springs,Georgia,30328,South,FUR-BO-10003546,Furniture,Bookcases,Hon 4-Shelf Metal Bookcases,302.94,3,0,75.735
4425,Todd Boyes,CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,Corporate,United States,Sandy Springs,Georgia,30328,South,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,34.75,5,0,15.6375
4426,Todd Boyes,CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,Corporate,United States,Sandy Springs,Georgia,30328,South,OFF-BI-10000315,Office Supplies,Binders,Poly Designer Cover & Back,113.94,6,0,54.6912
4427,Todd Boyes,CA-2017-159464,5/18/2017,5/19/2017,First Class,TB-21355,Corporate,United States,Sandy Springs,Georgia,30328,South,TEC-PH-10002350,Technology,Phones,Apple EarPods with Remote and Mic,55.98,2,0,15.6744
4428,David Wiener,US-2017-103226,9/22/2017,9/28/2017,Standard Class,DW-13195,Corporate,United States,Albuquerque,New Mexico,87105,West,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,27.18,3,0,12.231
4429,Clay Ludtke,CA-2017-119452,3/21/2017,3/27/2017,Standard Class,CL-12565,Consumer,United States,Tulsa,Oklahoma,74133,Central,FUR-CH-10004495,Furniture,Chairs,"Global Leather and Oak Executive Chair, Black",1805.88,6,0,523.7052
4430,Liz Thompson,CA-2017-147725,9/14/2017,9/14/2017,Same Day,LT-17110,Consumer,United States,Orange,New Jersey,7050,East,OFF-AR-10001725,Office Supplies,Art,Boston Home & Office Model 2000 Electric Pencil Sharpeners,70.95,3,0,18.447
4431,Arthur Prichep,CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915,Consumer,United States,Henderson,Kentucky,42420,South,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,20,4,0,9.6
4432,Arthur Prichep,CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915,Consumer,United States,Henderson,Kentucky,42420,South,OFF-AR-10001770,Office Supplies,Art,Economy #2 Pencils,7.98,3,0,2.0748
4433,Arthur Prichep,CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915,Consumer,United States,Henderson,Kentucky,42420,South,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,24.1,5,0,9.158
4434,Arthur Prichep,CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915,Consumer,United States,Henderson,Kentucky,42420,South,OFF-AR-10003772,Office Supplies,Art,Boston 16750 Black Compact Battery Pencil Sharpener,8.75,1,0,2.625
4435,Arthur Prichep,CA-2016-168893,11/3/2016,11/8/2016,Second Class,AP-10915,Consumer,United States,Henderson,Kentucky,42420,South,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,842.94,3,0,160.1586
4436,Christy Brittain,CA-2016-163398,5/3/2016,5/8/2016,Standard Class,CB-12415,Consumer,United States,Chicago,Illinois,60653,Central,OFF-BI-10000014,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2.182,1,0.8,-3.6003
4437,Christy Brittain,CA-2016-163398,5/3/2016,5/8/2016,Standard Class,CB-12415,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AR-10003217,Office Supplies,Art,Newell 316,27.384,7,0.2,2.7384
4438,Christy Brittain,CA-2016-163398,5/3/2016,5/8/2016,Standard Class,CB-12415,Consumer,United States,Chicago,Illinois,60653,Central,OFF-AP-10002403,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26.406,3,0.8,-71.2962
4439,Meg Tillman,CA-2016-162726,12/27/2016,1/2/2017,Standard Class,MT-17815,Consumer,United States,Port Arthur,Texas,77642,Central,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,10.368,2,0.2,3.6288
4440,Meg Tillman,CA-2016-162726,12/27/2016,1/2/2017,Standard Class,MT-17815,Consumer,United States,Port Arthur,Texas,77642,Central,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68,4,0.2,7.4
4441,Dennis Kane,US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Consumer,United States,Westland,Michigan,48185,Central,TEC-AC-10004975,Technology,Accessories,Plantronics Audio 995 Wireless Stereo Headset,109.95,1,0,36.2835
4442,Dennis Kane,US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10001932,Office Supplies,Storage,Fellowes Staxonsteel Drawer Files,965.85,5,0,135.219
4443,Dennis Kane,US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Consumer,United States,Westland,Michigan,48185,Central,OFF-AR-10001761,Office Supplies,Art,Avery Hi-Liter Smear-Safe Highlighters,29.2,5,0,10.512
4444,Dennis Kane,US-2016-111290,7/22/2016,7/26/2016,Standard Class,DK-13375,Consumer,United States,Westland,Michigan,48185,Central,OFF-PA-10002262,Office Supplies,Paper,Xerox 192,32.4,5,0,15.552
4445,Steven Roelle,US-2014-147704,11/16/2014,11/21/2014,Standard Class,SR-20740,Home Office,United States,Bloomington,Indiana,47401,Central,OFF-EN-10004483,Office Supplies,Envelopes,"#10 White Business Envelopes,4 1/8 x 9 1/2",78.35,5,0,36.8245
4446,Steven Roelle,US-2014-147704,11/16/2014,11/21/2014,Standard Class,SR-20740,Home Office,United States,Bloomington,Indiana,47401,Central,OFF-PA-10003270,Office Supplies,Paper,Xerox 1954,31.68,6,0,14.256
4447,Steven Roelle,US-2014-147704,11/16/2014,11/21/2014,Standard Class,SR-20740,Home Office,United States,Bloomington,Indiana,47401,Central,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,29.12,4,0,14.2688
4448,Steven Roelle,US-2014-147704,11/16/2014,11/21/2014,Standard Class,SR-20740,Home Office,United States,Bloomington,Indiana,47401,Central,OFF-ST-10000675,Office Supplies,Storage,"File Shuttle II and Handi-File, Black",169.45,5,0,42.3625
4449,Logan Haushalter,CA-2015-121965,6/19/2015,6/23/2015,Standard Class,LH-17155,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,12.56,2,0,4.0192
4450,Logan Haushalter,CA-2015-121965,6/19/2015,6/23/2015,Standard Class,LH-17155,Consumer,United States,Los Angeles,California,90032,West,OFF-PA-10004355,Office Supplies,Paper,Xerox 231,6.48,1,0,3.1104
4451,Logan Haushalter,CA-2015-121965,6/19/2015,6/23/2015,Standard Class,LH-17155,Consumer,United States,Los Angeles,California,90032,West,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,186.69,3,0,87.7443
4452,Anna Andreadi,CA-2016-147137,7/4/2016,7/6/2016,First Class,AA-10645,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10000221,Furniture,Furnishings,"Master Caster Door Stop, Brown",25.4,5,0,8.636
4453,Anna Andreadi,CA-2016-147137,7/4/2016,7/6/2016,First Class,AA-10645,Consumer,United States,San Francisco,California,94109,West,OFF-EN-10003567,Office Supplies,Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",43.96,2,0,20.6612
4454,Anna Andreadi,CA-2016-147137,7/4/2016,7/6/2016,First Class,AA-10645,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",1279.165,5,0.15,225.735
4455,Anna Andreadi,CA-2016-147137,7/4/2016,7/6/2016,First Class,AA-10645,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10002486,Office Supplies,Storage,Eldon Shelf Savers Cubes and Bins,27.92,4,0,0.5584
4456,Ann Steele,US-2015-146745,9/3/2015,9/8/2015,Standard Class,AS-10630,Home Office,United States,San Francisco,California,94110,West,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,129.568,2,0.2,-12.9568
4457,Ann Steele,US-2015-146745,9/3/2015,9/8/2015,Standard Class,AS-10630,Home Office,United States,San Francisco,California,94110,West,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",6.368,2,0.2,2.1492
4458,Matt Collins,CA-2017-115175,8/7/2017,8/12/2017,Standard Class,MC-17575,Consumer,United States,San Jose,California,95123,West,OFF-PA-10001878,Office Supplies,Paper,Xerox 1891,244.55,5,0,114.9385
4459,Sanjit Engle,CA-2017-105851,3/13/2017,3/20/2017,Standard Class,SE-20110,Consumer,United States,Denver,Colorado,80219,West,OFF-SU-10002881,Office Supplies,Supplies,Martin Yale Chadless Opener Electric Letter Opener,1332.496,2,0.2,-299.8116
4460,Darrin Sayre,US-2017-125717,9/28/2017,10/1/2017,First Class,DS-13030,Home Office,United States,Aurora,Colorado,80013,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,32.776,1,0.2,3.2776
4461,Darrin Sayre,US-2017-125717,9/28/2017,10/1/2017,First Class,DS-13030,Home Office,United States,Aurora,Colorado,80013,West,OFF-ST-10001522,Office Supplies,Storage,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",147.184,2,0.2,-29.4368
4462,Darrin Sayre,US-2017-125717,9/28/2017,10/1/2017,First Class,DS-13030,Home Office,United States,Aurora,Colorado,80013,West,TEC-AC-10003657,Technology,Accessories,Lenovo 17-Key USB Numeric Keypad,54.384,2,0.2,1.3596
4463,Darrin Sayre,US-2017-125717,9/28/2017,10/1/2017,First Class,DS-13030,Home Office,United States,Aurora,Colorado,80013,West,OFF-BI-10001718,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,76.776,4,0.7,-58.8616
4464,Darrin Sayre,US-2017-125717,9/28/2017,10/1/2017,First Class,DS-13030,Home Office,United States,Aurora,Colorado,80013,West,OFF-PA-10003022,Office Supplies,Paper,Xerox 1992,14.352,3,0.2,5.2026
4465,Darrin Sayre,US-2017-125717,9/28/2017,10/1/2017,First Class,DS-13030,Home Office,United States,Aurora,Colorado,80013,West,OFF-AP-10000891,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,209.792,2,0.2,26.224
4466,Noel Staavos,CA-2015-163895,8/7/2015,8/11/2015,Standard Class,NS-18640,Corporate,United States,Boise,Idaho,83704,West,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",3.304,1,0.2,1.1151
4467,Kelly Andreada,CA-2017-168641,11/24/2017,12/1/2017,Standard Class,KA-16525,Consumer,United States,New York City,New York,10035,East,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",16.38,9,0,7.371
4468,Kelly Andreada,CA-2017-168641,11/24/2017,12/1/2017,Standard Class,KA-16525,Consumer,United States,New York City,New York,10035,East,OFF-EN-10003001,Office Supplies,Envelopes,Ames Color-File Green Diamond Border X-ray Mailers,167.96,2,0,78.9412
4469,Kelly Andreada,CA-2017-168641,11/24/2017,12/1/2017,Standard Class,KA-16525,Consumer,United States,New York City,New York,10035,East,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,321.568,2,0.2,-16.0784
4470,Kelly Andreada,CA-2017-168641,11/24/2017,12/1/2017,Standard Class,KA-16525,Consumer,United States,New York City,New York,10035,East,OFF-PA-10001972,Office Supplies,Paper,Xerox 214,12.96,2,0,6.2208
4471,Don Jones,CA-2017-156895,5/8/2017,5/12/2017,Standard Class,DJ-13510,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",128.058,3,0.3,-23.7822
4472,Maureen Gastineau,CA-2017-121300,9/29/2017,9/29/2017,Same Day,MG-17680,Home Office,United States,Mentor,Ohio,44060,East,FUR-CH-10003774,Furniture,Chairs,"Global Wood Trimmed Manager's Task Chair, Khaki",63.686,1,0.3,-15.4666
4473,Maureen Gastineau,CA-2017-121300,9/29/2017,9/29/2017,Same Day,MG-17680,Home Office,United States,Mentor,Ohio,44060,East,TEC-AC-10004571,Technology,Accessories,Logitech G700s Rechargeable Gaming Mouse,239.976,3,0.2,65.9934
4474,Maureen Gastineau,CA-2017-121300,9/29/2017,9/29/2017,Same Day,MG-17680,Home Office,United States,Mentor,Ohio,44060,East,FUR-TA-10004442,Furniture,Tables,Riverside Furniture Stanwyck Manor Table Series,344.22,2,0.4,-189.321
4475,Maureen Gastineau,CA-2017-121300,9/29/2017,9/29/2017,Same Day,MG-17680,Home Office,United States,Mentor,Ohio,44060,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,15.552,3,0.2,5.4432
4476,Maureen Gastineau,CA-2017-121300,9/29/2017,9/29/2017,Same Day,MG-17680,Home Office,United States,Mentor,Ohio,44060,East,FUR-FU-10004586,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,21.248,4,0.2,7.4368
4477,Maureen Gastineau,CA-2017-121300,9/29/2017,9/29/2017,Same Day,MG-17680,Home Office,United States,Mentor,Ohio,44060,East,OFF-PA-10002606,Office Supplies,Paper,Xerox 1928,8.448,2,0.2,2.64
4478,Brian DeCherney,CA-2017-130211,10/22/2017,10/22/2017,Same Day,BD-11620,Consumer,United States,Lawton,Oklahoma,73505,Central,OFF-ST-10000129,Office Supplies,Storage,Fellowes Recycled Storage Drawers,333.09,3,0,23.3163
4479,Brian DeCherney,CA-2017-130211,10/22/2017,10/22/2017,Same Day,BD-11620,Consumer,United States,Lawton,Oklahoma,73505,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,248.98,2,0,54.7756
4480,Carlos Daly,CA-2014-147235,3/24/2014,3/28/2014,Standard Class,CD-11920,Consumer,United States,New York City,New York,10024,East,OFF-PA-10004948,Office Supplies,Paper,Xerox 190,24.9,5,0,11.703
4481,Xylona Preis,CA-2016-109365,11/3/2016,11/8/2016,Standard Class,XP-21865,Consumer,United States,Los Angeles,California,90049,West,OFF-FA-10001561,Office Supplies,Fasteners,Stockwell Push Pins,15.26,7,0,5.0358
4482,Xylona Preis,CA-2016-109365,11/3/2016,11/8/2016,Standard Class,XP-21865,Consumer,United States,Los Angeles,California,90049,West,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,43.32,2,0,14.2956
4483,Xylona Preis,CA-2016-109365,11/3/2016,11/8/2016,Standard Class,XP-21865,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10003981,Office Supplies,Binders,"Avery Durable Plastic 1"" Binders",43.584,12,0.2,15.7992
4484,Xylona Preis,CA-2016-109365,11/3/2016,11/8/2016,Standard Class,XP-21865,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10001725,Office Supplies,Paper,Xerox 1892,116.28,3,0,56.9772
4485,Xylona Preis,CA-2016-109365,11/3/2016,11/8/2016,Standard Class,XP-21865,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,9.296,2,0.2,3.0212
4486,Xylona Preis,CA-2016-109365,11/3/2016,11/8/2016,Standard Class,XP-21865,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3,0,9.3312
4487,Xylona Preis,CA-2016-109365,11/3/2016,11/8/2016,Standard Class,XP-21865,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10004359,Office Supplies,Paper,Multicolor Computer Printout Paper,314.55,3,0,150.984
4488,Cathy Armstrong,CA-2015-162621,9/5/2015,9/11/2015,Standard Class,CA-12055,Home Office,United States,Houston,Texas,77036,Central,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",16.27,5,0.8,-25.2185
4489,Cathy Armstrong,CA-2015-162621,9/5/2015,9/11/2015,Standard Class,CA-12055,Home Office,United States,Houston,Texas,77036,Central,OFF-SU-10003567,Office Supplies,Supplies,Stiletto Hand Letter Openers,69.12,9,0.2,-14.688
4490,Cathy Armstrong,CA-2015-162621,9/5/2015,9/11/2015,Standard Class,CA-12055,Home Office,United States,Houston,Texas,77036,Central,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",4.47,3,0.8,-7.8225
4491,Janet Martin,CA-2017-105921,8/14/2017,8/21/2017,Standard Class,JM-15250,Consumer,United States,Los Angeles,California,90032,West,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,418.296,3,0.2,5.2287
4492,Joe Kamberova,CA-2014-150798,12/1/2014,12/3/2014,Second Class,JK-15730,Consumer,United States,Columbus,Ohio,43229,East,TEC-CO-10001571,Technology,Copiers,Sharp 1540cs Digital Laser Copier,659.988,2,0.4,109.998
